Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
10050-1,Bulk Bricks,,2002,Grey Fences,,34,,6,,,,,,,,,,0,0,0,,0,0,,,,,,,,,18.4,,,
10051-1,Bulk Bricks,,2002,Small Windows,,50,,7,,,,,,,,,,0,0,0,,0,0,,,,,,,,,10.55,17.95,,
10052-1,Explore,,2002,Intelligent Locomotive,2,6,,55,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
10053-1,Bulk Bricks,,2002,Black Roof Tiles,,44,,6,,,,,,,,,,0,0,0,,0,0,,,,,,,,,13.32,,,
10054-1,Bulk Bricks,,2002,Black Roof Tiles,,68,,5.99,,,,,,,,,,0,0,0,,0,0,,,,,,,,,10.91,,,
10055-1,Bulk Bricks,,2002,Black Roof Tiles,,50,,5.99,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.95,,,
10056-1,Bulk Bricks,,2002,White Plates,,56,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,18.34,,,
10057-1,Bulk Bricks,,2002,Black Plates,,56,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,13.47,12,,
10058-1,Bulk Bricks,,2002,Red Plates,,56,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,5.23,,,
10059-1,Bulk Bricks,,2002,Dark Green Plates,,56,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,15.7,,,
10060-1,Bulk Bricks,,2002,Grey Plates,,56,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,13.96,,,
10061-1,Bulk Bricks,,2002,Black Plates,,84,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,15.7,12,,
10062-1,Bulk Bricks,,2002,Red Plates,,84,,4.99,,,,,,,,,,0,0,0,,0,0,,,,,,,,,7,,,
10063-1,Bulk Bricks,,2002,Dark Green Plates,,84,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8,,,
10064-1,Bulk Bricks,,2002,Grey Plates,,84,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,12,,,
10065-1,Bulk Bricks,,2002,White Plates,,84,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,16.81,,,
10066-1,Bulk Bricks,Castle,2002,Castle Accessories,1,37,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,55.6,14.78,,
10067-1,Bulk Bricks,,2002,Mini-Fig Headgear,,53,,5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,17.1,,,
10069-1,Seasonal,Christmas,2002,Tree,,33,,2.5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,8.38,4,,
10070-1,Seasonal,Christmas,2002,Reindeer,,26,1.99,2.5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,6.51,4,,
10076-1,Bulk Bricks,Technic,2002,Technic Gear Wheels,,39,8.99,12.99,,,,6.73419E+11,,,,,,0,0,0,,0,0,,,,,,,,,49.16,22.24,,
10166-1,Seasonal,Christmas,2002,Elf Girl,,31,1.98,2.5,,,,,,,,,,0,0,0,,0,0,,,,,,,,,10.25,3.25,,
65062-1,Racers,Product Collection,2002,Racers Turbo Pack,,86,,10,,,,,,,,,,0,0,0,,0,0,,,,,,,,,25.41,,,
65071-1,Bionicle,Product Collection,2002,Bionicle Dual Pack: Lehvak & Pahrak,,82,9.99,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,72.55,,,
65081-1,Star Wars,Product Collection,2002,R2-D2 / C-3PO Droid Collectors Set,,581,,40,,,,,,,,,,0,0,0,,0,0,,,,,,,,,200,90,,
65092-1,Studios,Product Collection,2002,Bonus/Value Pack,,306,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
65118-1,Alpha Team,Product Collection,2002,Alpha Team Secret Mission Collector's Pack,,241,,35,,,,,,,,,,0,0,0,,0,0,,,,,,,,,85.39,,,
65145-1,Star Wars,Product Collection,2002,X-wing Fighter / TIE Fighter & Y-wing Collectors Set,,677,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,422.56,,,
65153-1,Star Wars,Product Collection,2002,Jango Fett's Slave I with Bonus Cargo Case,,369,,50,,,,,,,,,,0,0,0,,0,0,,,,,,,,,2075.3,550,,
65536-1,Trains,Product Collection,2002,Bonus/Value Pack,,951,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4173427-1,Duplo,,2002,LEGOLAND Germany Yellow Bucket,,50,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
4186875-1,Trains,9V,2002,Platform and Mini-Figures,5,47,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,303.16,19.99,,
4186876-1,Trains,9V,2002,Blue Passenger Wagon,,192,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,200,177.42,,
4189224-1,Promotional,LEGOLAND,2002,Green Dragon,,47,,,,,5.70201E+12,,,,,,,0,0,0,,0,0,,,,,,,,,89.88,33.84,,
HPG01-1,Harry Potter,Promotional,2002,Harry Potter Minifigure Collection Gallery 1,4,20,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,36.87,,,
HPG02-1,Harry Potter,Promotional,2002,Harry Potter Minifigure Collection Gallery 2,4,17,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,127.59,,,
HPG03-1,Harry Potter,Promotional,2002,Harry Potter Minifigure Collection Gallery 3,4,23,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,200,,,
HPG04-1,Harry Potter,Promotional,2002,Harry Potter Minifigure Collection Gallery 4,5,23,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,127.59,,,
KCCHP-1,Harry Potter,Promotional,2002,Harry Potter Coca Cola Gift Set,,540,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,350,,,
LLBUS-1,Promotional,LEGOLAND,2002,Bus,,45,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,30.79,,
LLCA28-1,Promotional,LEGOLAND,2002,Polly And Paco Parrots ,,46,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
LLOLLI-1,Promotional,LEGOLAND,2002,Olli the Dragon with LEGOLAND sign,,48,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
TRU01-1,Harry Potter,Promotional,2002,Quidditch Tower (TRU Event Exclusive),,38,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,23.69,,
USFLAG-1,Promotional,LEGOLAND,2002,American Flag,,63,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,
