Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"892304-1","Ninjago","Magazine Gift",2023,"Golden Dragon Cole",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4900,,"",""
"892305-1","Ninjago","Magazine Gift",2023,"Aspheera",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2500,,"",""
"892306-1","Ninjago","Magazine Gift",2023,"Zane",1,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9400,,"",""
"892307-1","Ninjago","Magazine Gift",2023,"Garmadon",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.7200,,"",""
"892308-1","Ninjago","Magazine Gift",2023,"Kai",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2500,,"",""
"892309-1","Ninjago","Magazine Gift",2023,"Lord Ras",1,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4800,,"",""
"892310-1","Ninjago","Magazine Gift",2023,"Arin",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.6100,,"",""
"892311-1","Ninjago","Magazine Gift",2023,"Imperium Claw Hunter",1,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2500,,"",""
"892312-1","Ninjago","Magazine Gift",2023,"Sora",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.7300,,"",""
"892313-1","Ninjago","Magazine Gift",2023,"Lloyd",,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.7400,,"",""
"910002-1","Bricklink","2021 Designer Program",2023,"Studgate Train Station",11,4062,299.99,399.99,,339.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,629.5600,497.4800,"",""
"910004-1","Bricklink","2021 Designer Program",2023,"Winter Chalet",7,2705,149.99,199.99,,169.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,367.3100,308.8600,"",""
"910008-1","Bricklink","2021 Designer Program",2023,"Modular Construction Site",6,3371,245.99,319.99,,269.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,627.2000,512.9700,"",""
"910011-1","Bricklink","2021 Designer Program",2023,"1950s Diner",4,1379,99.99,129.99,,109.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,224.8100,158.9200,"",""
"910027-1","Bricklink","2021 Designer Program",2023,"Mountain View Observatory",11,3889,179.99,249.99,,209.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,450.1700,381.2600,"",""
"912302-1","Star Wars","Magazine Gift",2023,"Bo-Katan Kryze",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.9700,8.7200,"",""
"912303-1","Star Wars","Magazine Gift",2023,"212th Clone Trooper",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.2100,,"",""
"912304-1","Star Wars","Magazine Gift",2023,"X-wing",,57,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4700,,"",""
"912305-1","Star Wars","Magazine Gift",2023,"Obi-Wan Kenobi",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.8200,,"",""
"912306-1","Star Wars","Magazine Gift",2023,"Y-wing",,61,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7700,,"",""
"912307-1","Star Wars","Magazine Gift",2023,"Scout Trooper",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.1200,,"",""
"912308-1","Star Wars","Magazine Gift",2023,"AT-TE",,62,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.6700,,"",""
"912309-1","Star Wars","Magazine Gift",2023,"Stormtrooper",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.5200,,"",""
"912310-1","Star Wars","Magazine Gift",2023,"C-3PO & Gonk Droid",2,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.7600,,"",""
"912311-1","Star Wars","Magazine Gift",2023,"TIE Advanced",,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3500,,"",""
"912312-1","Star Wars","Magazine Gift",2023,"Yoda's Jedi Starfighter",,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3100,,"",""
"952302-1","City","Magazine Gift",2023,"Police Buggy",1,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.0700,,"",""
"952303-1","City","Magazine Gift",2023,"Worker with Lawnmower",1,31,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6700,,"",""
"952304-1","City","Magazine Gift",2023,"Policeman and Crook with ATM",2,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.0900,,"",""
"952305-1","City","Magazine Gift",2023,"Building Team with Tools",2,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8900,,"",""
"952306-1","City","Magazine Gift",2023,"Airport Worker with Service Car",1,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.1600,,"",""
"952307-1","City","Magazine Gift",2023,"Policeman with Jet",1,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8500,,"",""
"952308-1","City","Magazine Gift",2023,"Stuntman with Quad Bike",1,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3300,,"",""
"952309-1","City","Magazine Gift",2023,"Explorer with Water Scooter",1,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4500,,"",""
"952310-1","City","Magazine Gift",2023,"Builder with Digger",1,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3800,,"",""
"952311-1","City","Magazine Gift",2023,"Diver with Underwater Scooter",1,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.1300,,"",""
"2000480-1","Education","BricQ",2023,"Personal Learning Kit",1,107,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4000040-1","Miscellaneous","LEGO Inside Tour Exclusive",2023,"LEGO Fire Engine",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6000.0000,,"",""
"4000041-1","Miscellaneous","",2023,"LEGO MRI Scanner",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4002023-1","Miscellaneous","Employee gift",2023,"Gingerbread House",,1464,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,141.9100,,"",""
"5006010-1","Gear","Role-play toys",2023,"LEGO Skeleton Deluxe Costume",,,34.99,,,39.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006155-1","Gear","Storage",2023,"Minifigure Display Case 16 (8 knob) Blue",,,,34.99,37.99,,5711938032814,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006234-1","Gear","Clothing",2023,"HYPE X LEGO NINJAGO Black Squad Script Adults' T-Shirt",,,27.99,,,33.99,5057896487502,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006235-1","Gear","Clothing",2023,"HYPE X LEGO NINJAGO Gray Squad Script Adults' T-Shirt",,,27.99,,,33.99,5057896487601,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006238-1","Gear","Clothing",2023,"HYPE X LEGO NINJAGO Grey Just Hype Faces Adults Pullover Hoodie",,,54.99,,,65.99,5057896490038,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006261-1","Gear","Storage",2023,"LEGO® Storage Big Bucket",,,,24.99,27.99,,,872807004563,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006864-1","Gear","Storage",2023,"Storage Brick Multi-Pack - 3 Pieces",,,,34.99,38.99,,,887988014591,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006924-1","Gear","Storage",2023,"Brick Shelf Set - Black",,,,35.99,39.99,,5711938034207,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006973-1","Gear","Storage",2023,"Sorting Box Green",,,,6.99,6.99,,5711938031886,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007030-1","Gear","Housewares",2023,"Ice Cube Tray - Blue",,,7.99,9.99,,8.99,5711938032999,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007576-1","Gear","Seasonal",2023,"Valentine's Day Gift Wrap",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007588-1","Gear","Clothing",2023,"LEGO Logo Bucket Hat",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007590-1","Gear","Bags",2023,"LEGO Cooler Bag",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007608-1","Gear","Sports",2023,"LEGO Flying Disc",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007612-1","Gear","Key Chains/Lights",2023,"The Mandalorian Key Light",,,9.99,14.99,14.99,11.99,4895028531133,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007648-1","Gear","Bags",2023,"NINJAGO Printed Basic Backpack",,,39.99,49.99,59.99,44.99,,757894514457,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007692-1","Gear","Posters",2023,"Retro Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007710-1","Books","Studio Fun International",2023,"LEGO® Advent Calendar",,,,24.99,,,9780794448714,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007767-1","Gear","Stationery",2023,"Lightsaber Gel Pen Red",,,3.65,,,3.99,4895028528768,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007768-1","Gear","Stationery",2023,"Lightsaber Gel Pen Lavender",,,3.65,,,3.99,4895028528799,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007769-1","Gear","Stationery",2023,"Lightsaber Gel Pen Green",,,3.65,,,3.99,4895028531201,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007784-1","Gear","Stationery",2023,"Lightsaber Gel Pen Azure",,,3.65,,,3.99,4895028528775,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007788-1","Gear","Housewares",2023,"Hydration Bottle 0.5L Discovery",,,15.99,12.99,,17.99,5711938248208,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007789-1","Gear","Stationery",2023,"LEGO Friends Best Friend Notebook",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007797-1","Gear","Posters",2023,"Botanical Collection Art Print - Blueprint",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007798-1","Gear","Posters",2023,"Flower Bouquet Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007799-1","Gear","Posters",2023,"Wildflower Bouquet Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007800-1","Gear","Stationery",2023,"LEGO Brick Pen",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007801-1","Gear","Stationery",2023,"New Friends Journal",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007802-1","Gear","Stickers",2023,"City Road Tape",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007803-1","Gear","Stationery",2023,"Foldable LEGO Pencil Case",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007804-1","Gear","Patches",2023,"New Friends Iron-On Patches",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007805-1","Gear","Miscellaneous",2023,"New Friends Wristbands",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007840-1","Gear","Collectable Coin",2023,"Return of the Jedi 40th Collectible",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007843-1","Gear","Bag Tags",2023,"NINJAGO Lloyd Bag Charm ",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007844-1","Gear","Stickers",2023,"DUPLO Bath Characters",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007845-1","Gear","Stickers",2023,"NINJAGO Wall Stickers",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007846-1","Gear","Bag Tags",2023,"NINJAGO Cole Bag Charm",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007847-1","Gear","Bag Tags",2023,"NINJAGO Kai Bag Charm",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007851-1","Gear","Puzzle",2023,"Brick Botanicals 1,000-Piece Puzzle",,,15.99,22.99,29.99,18.99,9781797220086,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007863-1","Gear","Bags",2023,"Foldable LEGO Backpack",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007866-1","Promotional","LEGO brand stores",2023,"Taco stand",1,118,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,41.9600,,"",""
"5007874-1","Gear","Housewares",2023,"Large Silly Ceramic Mug",,,21.99,24.99,32.99,24.99,5711938248079,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007875-1","Gear","Housewares",2023,"Large Boy Ceramic Mug",,,21.99,24.99,32.99,24.99,5711938247591,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007876-1","Gear","Housewares",2023,"Large Winking Girl Ceramic Mug",,,21.99,24.99,32.99,24.99,5711938247621,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007877-1","Gear","Housewares",2023,"Large Happy Boy Ceramic Mug",,,21.99,24.99,32.99,24.99,5711938248116,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007882-1","Gear","Housewares",2023,"Hogwarts Lunch Set",,,12.99,10.99,13.99,14.99,5711938247829,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007883-1","Gear","Storage",2023,"Minifigure Display Case 16 - Harry Potter",,,29.99,29.99,45.99,34.99,5711938247812,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007884-1","Gear","Storage",2023,"Play and Display Case – Harry Potter Hogwarts",,,31.99,35.99,38.99,35.99,5711938247805,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007885-1","Gear","Housewares",2023,"Large Skeleton Ceramic Mug",,,21.99,24.99,29.99,24.99,5711938247942,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007886-1","Gear","Housewares",2023,"Large Skeleton Ceramic Mug – Green",,,21.99,24.99,32.99,24.99,5711938247959,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007887-1","Gear","Storage",2023,"Sorting Box - Harry Potter",,,12.99,10.99,13.99,14.99,5711938247799,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007888-1","Gear","Storage",2023,"Small Skeleton Storage Head Green",,,15.49,12.99,14.99,16.99,5711938248482,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007889-1","Gear","Storage",2023,"Large Skeleton Storage Head Green",,,21.99,29.99,32.99,24.99,5711938248505,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007890-1","Gear","Housewares",2023,"Gryffindor Lunch Box",,,6.99,,,7.99,5711938247874,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007891-1","Gear","Housewares",2023,"Hogwarts Lunch Box",,,6.99,,,7.99,5711938247867,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007892-1","Gear","Housewares",2023,"Gryffindor Drinking Bottle",,,6.99,,,7.99,5711938247850,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007893-1","Gear","Housewares",2023,"Hogwarts Drinking Bottle",,,6.99,,,7.99,5711938247843,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007894-1","Gear","Housewares",2023,"Gryffindor Lunch Set",,,12.99,10.99,13.99,14.99,5711938247836,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007896-1","Gear","Stationery",2023,"LEGO NINJAGO Notebook",,,12.99,14.99,,14.99,4895028533007,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007897-1","Gear","Stationery",2023,"Harry Potter Notebook",,,12.99,14.99,,14.99,4895028532994,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007901-1","Gear","Lights",2023,"Male Doctor Key Light",,,,14.99,19.99,,4895028530976,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007905-1","Gear","Lights",2023,"Harry Potter Key Light",,,12.99,14.99,19.99,14.99,4895028532239,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007906-1","Gear","Lights",2023,"Hermione Granger Key Light",,,12.99,14.99,19.99,14.99,4895028532215,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007907-1","Gear","Lights",2023,"Ron Weasley Key Light",,,12.99,14.99,19.99,14.99,4895028532222,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007908-1","Gear","Posters",2023,"X-wing Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007915-1","Gear","VIDEO GAMES/NINTENDO SWITCH",2023,"LEGO 2K Drive Awesome Edition - Nintendo Switch",,,86.99,,,,5026555070737,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007919-1","Gear","VIDEO GAMES/PS4",2023,"LEGO 2K Drive Awesome Edition - PlayStation 4",,,86.99,,,,5026555435369,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007923-1","Gear","VIDEO GAMES/PS5",2023,"LEGO 2K Drive Awesome Edition - PlayStation 5",,,86.99,,,,5026555435420,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007927-1","Gear","VIDEO GAMES/XBOX SERIES XS & XBOX ONE",2023,"LEGO 2K Drive Awesome Edition - Xbox Series XS & Xbox One",,,86.99,,,,5026555368254,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007931-1","Gear","VIDEO GAMES/XBOX SERIES XS & XBOX ONE",2023,"LEGO 2K Drive Awesome Edition - Xbox Series XS & Xbox One",,,,99.99,,,,710425691041,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007932-1","Gear","VIDEO GAMES/PS4",2023,"LEGO 2K Drive Awesome Edition - PlayStation 4",,,,99.99,,,,710425671098,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007933-1","Gear","VIDEO GAMES/PS5",2023,"LEGO 2K Drive Awesome Edition - PlayStation 5",,,,99.99,,,,710425671036,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007934-1","Gear","VIDEO GAMES/NINTENDO SWITCH",2023,"LEGO 2K Drive Awesome Edition - Nintendo Switch",,,,99.99,,,,710425651052,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007936-1","Gear","Bags",2023,"Cross-body Bag",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007937-1","Gear","Stickers",2023,"DREAMZzz Glow In The Dark Stickers",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007960-1","Gear","Plush",2023,"Kai",,,27.99,32.99,39.99,34.99,11964518234,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007961-1","Gear","Plush",2023,"Sora",,,27.99,32.99,39.99,34.99,11964518210,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007962-1","Gear","Plush",2023,"Baby Dragon",,,27.99,32.99,39.99,34.99,11964518227,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007963-1","Gear","Plush",2023,"Arin",,,27.99,32.99,39.99,34.99,11964518197,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007964-1","Gear","Plush",2023,"Lloyd",,,27.99,32.99,39.99,34.99,11964518203,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007998-1","Gear","Clothing",2023,"Customizable Logo Cap",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008003-1","Gear","Clothing",2023,"Twill Baseball Cap with AOP Print",,,,24.99,32.99,,,197394237980,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008032-1","Gear","Clothing",2023,"Harry Potter T-Shirt – Burgundy Red",,,21.99,,,24.99,5056688513641,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008033-1","Gear","Clothing",2023,"Harry Potter T-Shirt Gray",,,21.99,,,24.99,5056688513603,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008035-1","Gear","Stickers",2023,"Play Unstoppable Stickers",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008036-1","Gear","Trading Cards",2023,"Play Unstoppable Trading Cards",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008074-1","Promotional","Insiders Reward",2023,"Buildable Grey Castle",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008080-1","Gear","Storage",2023,"Mini Skeleton Storage Head - White",,,,8.99,11.99,,5711938247270,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008081-1","Gear","Storage",2023,"Mini Pumpkin Storage Head ",,,,8.99,11.99,,5711938247287,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008082-1","Gear","Storage",2023,"Mini Skeleton Storage Head - Green",,,,8.99,11.99,,5711938247294,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008086-1","Gear","Bag Tags",2023,"Hermione Granger Bag Tag",,,,9.99,13.99,,4895028532529,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008087-1","Gear","Bag Tags",2023,"Ron Weasley Bag Tag",,,,9.99,13.99,,4895028532536,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008088-1","Gear","Lights",2023,"Batman Key Light",,,,14.99,19.99,,4895028531294,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008101-1","Gear","Bag Tags",2023,"Batman Bag Tag",,,,9.99,13.99,,4895028525040,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008102-1","Gear","Bag Tags",2023,"Harry Potter Quidditch Bag Tag",,,,9.99,13.99,,4895028532499,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008103-1","Gear","Bag Tags",2023,"Grogu Holiday Bag Tag",,,,9.99,13.99,,4895028533519,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008104-1","Gear","Bag Tags",2023,"Grogu Yum Yum Bag Tag",,,,9.99,13.99,,4895028529741,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008105-1","Gear","Bag Tags",2023,"Bag Tag Riyu",,,,9.99,13.99,,4895028533441,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008106-1","Gear","Bag Tags",2023,"Bag Tag Sora",,,,9.99,13.99,,4895028533458,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008107-1","Gear","Bag Tags",2023,"Bag Tag Lloyd",,,,9.99,13.99,,4895028533434,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008108-1","Gear","Bag Tags",2023,"Bag Tag Arin",,,,9.99,13.99,,4895028533410,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008109-1","Gear","Bag Tags",2023,"Bag Tag Kai",,,,9.99,13.99,,4895028533427,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008110-1","Gear","Bag Tags",2023,"Hedwig Bag Tag",,,,9.99,13.99,,4895028532505,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008111-1","Gear","Bag Tags",2023,"Albus Dumbledore Bag Tag",,,,9.99,13.99,,4895028532550,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008113-1","Gear","Lights",2023,"Wonder Woman Key Light",,,,14.99,19.99,,4895028528720,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008114-1","Gear","Bag Tags",2023,"The Mandalorian with Grogu Holiday Bag Tag",,,,9.99,13.99,,4895028533526,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008115-1","Disney","Virtual Product Collection",2023,"Disney Princess Bundle",,507,,,144.98,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008116-1","Disney","Virtual Product Collection",2023,"Disney Magic Bundle",,1085,,,194.98,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008117-1","Marvel Super Heroes","Virtual Product Collection",2023,"Hero Bundle",,1180,,,,149.98,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008118-1","Star Wars","Virtual Product Collection",2023,"Dark Side Bundle",,1459,,,184.98,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008121-1","Gear","Bag Tags",2023,"Wonder Woman Bag Tag",,,,9.99,13.99,,4895028525057,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008127-1","Gear","Puzzle",2023,"Mystery Minifigure Mini-Puzzle Animal Edition",,,,8.95,11.99,,9781797221328,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008129-1","Gear","Puzzle",2023,"Mystery Minifigure Mini-Puzzle Blue Edition",,,,8.95,11.99,,9781797214399,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008135-1","Dreamzzz","Virtual Product Collection",2023,"Mythical Creatures Bundle",,1163,121.98,,,137.98,5702017672342,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008136-1","Harry Potter","Virtual Product Collection",2023,"Bravery & Wisdom Bundle",,590,59.98,69.98,89.98,69.98,5702017672366,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008137-1","Dreamzzz","Virtual Product Collection",2023,"Dream World Bundle",,1691,137.98,,,152.98,5702017674797,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008138-1","Harry Potter","Virtual Product Collection",2023,"Loyalty & Determination Bundle",,662,59.98,69.98,89.98,69.98,5702017674810,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008141-1","Books","Calendars",2023,"LEGO 2024 Wall Calendar",,,13.99,16.99,,16.99,9781797220970,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008142-1","Books","Calendars",2023,"LEGO Minifigure-a-Day 2024 Daily Calendar",,,13.99,15.99,,16.99,9781797220987,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008162-1","Gear","Patches",2023,"Star Wars Collectible: Clone Wars E",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008196-1","Seasonal","Christmas",2023,"Insiders Bauble 2023",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008214-1","Gear","Clothing",2023,"Gingerbread Man T-Shirt – Kids",,,11.99,,,12.99,5056688527815,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008218-1","Gear","Clothing",2023,"Gingerbread Man T-Shirt – Adults",,,14.99,,,17.99,5056688527822,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008223-1","Gear","Clothing",2023,"Christmas Jumper – Kids",,,19.99,,,21.99,5056688527891,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
